epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.0010000000474974513,0.015230193734169006,0.09502657502889633,0.05197587236762047,0.20373016595840454
1,0.0010000000474974513,0.008852997794747353,0.07302875816822052,0.031062204390764236,0.15732386708259583
2,0.0010000000474974513,0.007120171561837196,0.0662769004702568,0.026189152151346207,0.1454153209924698
3,0.0010000000474974513,0.006746119819581509,0.06453999131917953,0.02399146370589733,0.13963963091373444
4,0.0010000000474974513,0.00668161129578948,0.0641421526670456,0.02239178493618965,0.13511408865451813
5,0.0010000000474974513,0.006649416871368885,0.06404466181993484,0.02181358076632023,0.13384582102298737
6,0.0010000000474974513,0.006622018292546272,0.06395812332630157,0.020260946825146675,0.1292441189289093
7,0.0010000000474974513,0.00658829789608717,0.0637470930814743,0.020479822531342506,0.12979243695735931
8,0.0010000000474974513,0.006489188876003027,0.06327710300683975,0.019373653456568718,0.1258058100938797
9,0.0010000000474974513,0.0064754183404147625,0.06326990574598312,0.019885286688804626,0.12796078622341156
